O,D,Ton
102,24,1
102,25,4
102,26,5
102,27,7
102,28,2
102,29,1
102,30,5
102,31,8
102,32,12
102,33,6
102,34,40
102,35,10
102,36,3
102,38,5
102,40,6
102,43,1
102,44,3
102,45,2
102,49,43
102,51,7
102,52,28
102,53,5
102,55,13
102,56,1
102,58,3
102,59,2
102,60,2
102,61,1
102,62,2
102,64,1
102,67,1
102,68,14
102,69,6
102,70,2
102,71,4
102,72,5
102,73,4
102,74,7
102,76,9
102,77,7
102,78,50
102,79,2
102,80,124
102,81,9
102,82,10
102,83,2
102,84,2
102,86,1
102,88,3
102,92,1
102,94,5
102,96,3
102,97,9
102,98,3
102,100,3
102,101,17
102,104,3
102,105,3
102,106,4
102,107,7
102,108,7
102,109,4
102,110,4
102,111,11
102,112,5
102,113,1
102,114,3
102,115,1
102,116,2
102,117,3
102,118,1
102,119,1
102,121,2
102,122,2
102,126,6
102,127,8
102,128,8
102,129,1
102,130,4
102,131,10
102,132,11
102,134,1
102,135,6
102,136,3
102,137,1
102,138,1
102,140,25
102,141,65
102,142,19
102,144,28
102,145,288
102,146,24
102,147,6
102,148,7
102,149,9
102,150,1
102,151,9
102,152,208
102,153,10
102,154,2
102,155,86
102,156,13
102,157,1
102,158,2
102,159,48
102,160,6
102,162,45
102,163,13
102,164,8
102,165,6
102,166,6
102,167,10
102,169,2
102,170,9
102,171,2
102,172,3
102,173,1
102,175,7
102,177,5
102,178,1
102,179,14
102,180,4
102,181,4
102,182,10
102,183,1
102,184,2
102,185,5
102,186,2
102,187,1
102,188,4
102,190,2
102,191,3
102,192,10
102,193,2
102,194,1
103,1,2
103,2,3
103,5,1
103,7,2
103,9,2
103,10,2
103,12,11
103,13,1
103,14,4
103,15,3
103,16,1
103,17,6
103,18,3
103,19,5
103,21,9
103,22,18
103,23,5
103,25,2
103,26,1
103,27,4
103,28,3
103,29,1
103,31,22
103,32,8
103,33,11
103,34,58
103,35,5
103,36,9
103,38,4
103,39,4
103,43,1
103,44,2
103,46,1
103,47,2
103,49,24
103,51,9
103,52,20
103,53,5
103,54,6
103,55,2
103,58,1
103,60,3
103,61,1
103,63,3
103,64,2
103,66,1
103,68,6
103,69,3
103,70,1
103,71,2
103,72,7
103,73,1
103,74,10
103,76,10
103,77,11
103,78,47
103,79,2
103,80,88
103,81,10
103,82,9
103,85,4
103,86,4
103,87,2
103,88,1
103,89,1
103,92,1
103,93,1
103,94,19
103,96,1
103,97,22
103,98,1
103,99,2
103,100,2
103,101,24
103,102,27
103,104,1
103,105,2
103,106,6
103,107,9
103,108,3
103,109,1
103,110,6
103,111,25
103,112,2
103,114,9
103,115,4
103,116,2
103,117,1
103,118,8
103,119,1
103,120,4
103,127,10
103,128,9
103,129,1
103,130,9
103,131,8
103,132,6
103,134,2
103,135,5
103,137,1
103,140,39
103,141,41
103,142,14
103,143,2
103,144,45
103,145,281
103,146,22
103,147,7
103,148,8
103,149,8
103,150,1
103,151,7
103,152,197
103,153,8
103,154,4
103,155,86
103,156,19
103,159,37
103,160,3
103,161,2
103,162,38
103,163,3
103,164,2
103,165,6
103,166,7
103,167,6
103,168,2
103,169,3
103,170,14
103,173,2
103,174,2
103,175,7
103,178,1
103,179,7
103,180,12
103,181,5
103,182,7
103,183,2
103,184,3
103,185,3
103,186,1
103,188,3
103,192,7
103,193,2
103,194,2
104,3,1
104,4,4
104,7,2
104,8,8
104,9,3
104,12,7
104,14,1
104,15,2
104,17,1
104,18,2
104,21,7
104,22,7
104,23,1
104,24,1
104,25,4
104,27,2
104,28,1
104,29,1
104,30,1
104,31,7
104,32,10
104,34,39
104,35,9
104,36,3
104,37,1
104,38,9
104,39,1
104,40,2
104,42,2
104,43,4
104,49,98
104,50,1
104,51,5
104,52,17
104,53,2
104,54,4
104,55,5
104,56,2
104,57,3
104,58,1
104,59,2
104,61,2
104,63,3
104,64,1
104,65,1
104,66,1
104,68,1
104,70,1
104,71,1
104,72,3
104,73,2
104,74,1
104,75,3
104,76,6
104,77,7
104,78,27
104,79,2
104,80,215
104,81,13
104,82,14
104,83,1
104,84,2
104,85,1
104,86,1
104,88,3
104,94,4
104,95,1
104,96,1
104,97,18
104,98,2
104,101,2
104,102,1
104,105,3
104,106,1
104,107,6
104,108,3
104,109,5
104,110,6
104,111,6
104,112,3
104,114,5
104,115,1
104,116,1
104,118,6
104,119,1
104,120,1
104,121,4
104,126,10
104,127,2
104,129,2
104,130,8
104,131,1
104,132,3
104,134,3
104,135,5
104,137,2
104,140,23
104,141,46
104,142,25
104,143,2
104,144,27
104,145,273
104,146,15
104,147,9
104,148,16
104,149,3
104,152,141
104,153,5
104,155,98
104,156,26
104,157,2
104,159,19
104,162,45
104,163,3
104,165,2
104,166,2
104,167,4
104,168,2
104,170,21
104,171,3
104,172,5
104,175,2
104,176,1
104,177,1
104,179,8
104,180,9
104,181,3
104,182,4
104,183,2
104,184,1
104,185,4
104,186,9
104,187,3
104,188,4
104,190,1
104,191,1
104,192,9
105,1,1
105,7,1
105,8,3
105,9,4
105,12,7
105,13,1
105,14,6
105,15,1
105,16,3
105,20,3
105,21,2
105,22,2
105,23,5
105,24,1
105,25,1
105,27,8
105,31,6
105,32,9
105,34,11
105,35,1
105,36,1
105,38,2
105,44,3
105,47,1
105,49,13
105,51,5
105,52,3
105,53,4
105,54,2
105,55,1
105,56,1
105,58,4
105,61,2
105,62,1
105,64,1
105,65,2
105,66,1
105,67,4
105,70,3
105,74,5
105,75,1
105,77,1
105,78,20
105,79,1
105,80,65
105,81,4
105,82,5
105,84,1
105,85,4
105,88,1
105,89,2
105,94,1
105,96,6
105,97,8
105,100,1
105,101,9
105,102,5
105,106,2
105,107,4
105,108,2
105,109,1
105,110,1
105,111,3
105,114,1
105,115,4
105,116,6
105,121,2
105,122,1
105,124,1
105,126,3
105,127,1
105,128,6
105,130,4
105,131,6
105,132,3
105,135,2
105,137,2
105,140,13
105,141,16
105,142,6
105,144,20
105,145,126
105,146,11
105,147,2
105,148,2
105,149,2
105,151,1
105,152,63
105,153,4
105,154,8
105,155,45
105,156,10
105,158,8
105,159,19
105,162,8
105,163,3
105,165,2
105,166,1
105,167,5
105,168,1
105,170,11
105,173,2
105,175,4
105,179,2
105,180,2
105,181,2
105,183,1
105,186,2
105,187,1
105,188,4
105,190,1
105,192,2
106,1,5
106,2,2
106,4,2
106,5,1
106,6,1
106,7,7
106,9,5
106,11,1
106,12,19
106,13,1
106,14,1
106,16,1
106,17,2
106,18,3
106,19,1
106,20,3
106,21,15
106,22,14
106,23,10
106,24,1
106,25,9
106,26,4
106,27,9
106,28,2
106,29,3
106,31,12
106,32,3
106,33,4
106,34,56
106,35,3
106,36,18
106,37,1
106,38,3
106,43,1
106,44,9
106,45,1
106,47,2
106,48,2
106,49,26
106,51,15
106,52,36
106,53,5
106,54,9
106,55,4
106,56,1
106,58,4
106,60,11
106,61,1
106,62,1
106,63,3
106,68,6
106,69,4
106,70,6
106,72,7
106,73,1
106,74,8
106,75,2
106,76,13
106,77,10
106,78,22
106,79,1
106,80,137
106,81,14
106,82,6
106,84,2
106,89,3
106,93,3
106,94,15
106,95,1
106,96,5
106,97,10
106,101,23
106,102,30
106,103,5
106,104,5
106,105,3
106,107,28
106,108,9
106,109,1
106,110,5
106,111,19
106,112,4
106,113,4
106,114,5
106,115,5
106,116,6
106,117,2
106,118,5
106,119,4
106,121,4
106,122,1
106,124,4
106,125,1
106,126,8
106,127,4
106,128,7
106,129,5
106,130,6
106,131,5
106,132,4
106,133,2
106,134,1
106,135,16
106,136,2
106,137,1
106,138,3
106,140,48
106,141,43
106,142,11
106,143,3
106,144,32
106,145,319
106,146,4
106,147,4
106,148,7
106,149,3
106,150,5
106,151,5
106,152,214
106,153,26
106,154,2
106,155,113
106,156,9
106,158,2
106,159,35
106,160,3
106,162,73
106,163,8
106,164,1
106,165,6
106,166,3
106,167,5
106,168,5
106,169,4
106,170,15
106,171,1
106,172,2
106,173,2
106,175,1
106,176,4
106,178,1
106,179,7
106,180,23
106,181,7
106,182,11
106,183,1
106,184,1
106,185,3
106,186,2
106,187,1
106,188,3
106,191,2
106,192,1
106,193,1
107,8,13
107,9,5
107,11,1
107,12,6
107,13,1
107,21,3
107,22,2
107,26,5
107,28,1
107,31,16
107,32,2
107,34,11
107,35,2
107,36,5
107,38,3
107,41,1
107,43,1
107,44,1
107,49,11
107,52,44
107,53,3
107,55,2
107,56,2
107,58,1
107,60,4
107,61,1
107,62,2
107,64,1
107,68,2
107,70,1
107,71,2
107,72,3
107,73,5
107,74,16
107,75,1
107,76,1
107,77,2
107,78,16
107,79,5
107,80,51
107,81,7
107,82,23
107,85,3
107,92,1
107,93,2
107,94,3
107,96,1
107,97,7
107,98,1
107,99,1
107,101,4
107,102,2
107,103,1
107,108,15
107,109,2
107,110,4
107,111,3
107,112,1
107,114,2
107,116,2
107,117,1
107,118,3
107,119,3
107,120,1
107,126,5
107,127,6
107,129,1
107,130,2
107,131,4
107,132,3
107,135,4
107,136,1
107,137,2
107,140,33
107,141,42
107,142,15
107,143,1
107,144,44
107,145,432
107,146,10
107,147,2
107,148,14
107,149,2
107,150,3
107,152,239
107,153,18
107,155,74
107,156,20
107,158,1
107,159,38
107,162,87
107,163,4
107,164,3
107,165,2
107,166,5
107,167,1
107,169,1
107,170,11
107,173,1
107,175,6
107,176,2
107,177,1
107,178,1
107,179,10
107,180,3
107,181,5
107,182,9
107,184,2
107,186,2
107,187,2
107,191,4
107,192,1
107,193,2
108,4,1
108,7,1
108,8,8
108,9,2
108,11,1
108,13,1
108,17,1
108,22,1
108,27,5
108,29,1
108,31,5
108,32,5
108,34,13
108,36,4
108,38,1
108,43,1
108,44,1
108,48,2
108,49,15
108,51,1
108,52,15
108,53,1
108,54,5
108,58,1
108,69,1
108,72,5
108,73,1
108,74,7
108,75,3
108,76,5
108,77,3
108,78,17
108,79,1
108,80,35
108,81,1
108,82,9
108,86,3
108,88,2
108,92,2
108,94,5
108,95,1
108,96,1
108,97,12
108,98,1
108,101,4
108,103,1
108,104,2
108,107,4
108,109,1
108,110,3
108,111,2
108,115,1
108,116,2
108,120,1
108,124,1
108,126,9
108,127,2
108,128,1
108,130,1
108,131,3
108,137,2
108,140,18
108,141,28
108,142,5
108,143,2
108,144,21
108,145,289
108,146,10
108,147,1
108,148,20
108,149,1
108,151,2
108,152,183
108,153,22
108,154,4
108,155,41
108,156,21
108,157,1
108,158,2
108,159,41
108,160,3
108,161,1
108,162,84
108,163,7
108,164,5
108,165,4
108,166,4
108,167,2
108,169,2
108,170,10
108,171,1
108,174,2
108,175,1
108,178,1
108,179,5
108,181,1
108,182,2
108,185,6
108,186,1
108,187,2
108,188,6
108,191,4
108,192,6
108,193,1
108,194,1
109,1,1
109,5,1
109,8,3
109,11,1
109,12,5
109,13,1
109,14,2
109,19,3
109,20,1
109,21,5
109,23,1
109,25,2
109,26,2
109,27,2
109,28,1
109,31,15
109,32,5
109,33,6
109,34,21
109,35,1
109,36,2
109,38,1
109,47,1
109,49,17
109,51,1
109,52,27
109,55,1
109,56,1
109,62,1
109,64,2
109,66,1
109,68,1
109,69,1
109,70,5
109,72,5
109,74,11
109,76,3
109,78,27
109,79,1
109,80,83
109,81,3
109,82,13
109,92,1
109,93,2
109,94,5
109,97,7
109,98,2
109,100,1
109,101,6
109,102,1
109,107,5
109,108,4
109,110,4
109,111,1
109,112,3
109,114,2
109,115,2
109,117,3
109,118,1
109,119,4
109,120,1
109,121,2
109,124,1
109,126,11
109,127,1
109,131,2
109,137,5
109,140,23
109,141,54
109,142,16
109,144,30
109,145,321
109,146,23
109,147,4
109,148,11
109,152,225
109,153,24
109,154,2
109,155,68
109,156,23
109,158,1
109,159,24
109,162,73
109,163,4
109,164,1
109,165,3
109,166,1
109,167,3
109,168,1
109,169,1
109,170,2
109,171,3
109,176,5
109,177,1
109,179,1
109,180,1
109,181,2
109,182,11
109,184,3
109,187,6
109,191,2
109,192,1
109,193,2
110,8,5
110,12,1
110,15,1
110,16,9
110,20,2
110,21,3
110,23,2
110,24,1
110,25,1
110,27,1
110,31,5
110,32,1
110,34,12
110,35,1
110,36,2
110,38,1
110,43,2
110,45,1
110,49,13
110,51,1
110,52,13
110,53,1
110,61,2
110,62,1
110,64,1
110,70,2
110,71,1
110,74,4
110,75,1
110,76,4
110,78,11
110,80,60
110,81,1
110,82,11
110,91,1
110,94,1
110,97,6
110,98,1
110,101,3
110,104,1
110,105,1
110,107,1
110,108,3
110,109,5
110,111,2
110,113,1
110,114,3
110,115,3
110,116,1
110,118,1
110,119,2
110,121,5
110,122,1
110,126,6
110,127,2
110,128,3
110,130,1
110,131,1
110,132,2
110,134,1
110,135,5
110,137,1
110,140,13
110,141,39
110,142,1
110,143,2
110,144,32
110,145,217
110,146,3
110,147,1
110,148,4
110,149,1
110,150,1
110,152,138
110,153,11
110,155,39
110,156,3
110,159,28
110,162,37
110,164,1
110,165,4
110,166,1
110,167,3
110,168,1
110,170,3
110,173,2
110,176,1
110,179,5
110,180,2
110,181,3
110,182,6
110,186,1
110,187,3
110,188,2
110,191,2
110,192,2
111,1,2
111,2,1
111,7,1
111,8,7
111,12,3
111,13,2
111,14,1
111,15,3
111,17,2
111,19,2
111,21,7
111,25,3
111,27,5
111,31,3
111,32,9
111,34,15
111,35,2
111,36,3
111,37,1
111,40,1
111,44,2
111,46,1
111,49,5
111,50,1
111,51,2
111,52,9
111,53,2
111,55,5
111,58,1
111,59,1
111,61,1
111,62,3
111,63,1
111,64,1
111,66,1
111,68,1
111,69,1
111,72,3
111,73,6
111,74,7
111,75,3
111,76,4
111,77,5
111,78,13
111,80,47
111,81,10
111,82,16
111,87,1
111,94,7
111,96,1
111,97,8
111,99,1
111,101,1
111,102,3
111,104,1
111,106,2
111,107,1
111,108,2
111,109,4
111,110,3
111,114,2
111,115,3
111,116,2
111,118,2
111,126,8
111,127,7
111,128,8
111,130,3
111,131,3
111,132,2
111,135,7
111,136,1
111,140,16
111,141,22
111,142,11
111,144,24
111,145,256
111,146,15
111,147,2
111,148,9
111,149,5
111,150,2
111,151,4
111,152,125
111,153,19
111,154,2
111,155,72
111,156,17
111,159,32
111,162,34
111,163,3
111,165,7
111,166,11
111,167,3
111,169,3
111,170,18
111,171,3
111,173,1
111,175,1
111,178,3
111,179,3
111,180,6
111,181,1
111,182,10
111,183,3
111,184,3
111,185,2
111,186,2
111,187,1
111,188,7
111,191,2
111,193,1
111,194,1
112,4,1
112,5,2
112,8,3
112,9,2
112,10,2
112,12,10
112,18,1
112,21,5
112,22,1
112,23,2
112,24,1
112,25,2
112,27,1
112,28,1
112,29,3
112,31,7
112,32,9
112,33,3
112,34,16
112,35,1
112,36,3
112,37,1
112,38,2
112,41,4
112,43,3
112,45,1
112,47,1
112,48,2
112,49,17
112,51,6
112,52,14
112,53,5
112,54,7
112,55,3
112,56,2
112,58,1
112,60,3
112,61,1
112,62,3
112,63,1
112,64,2
112,66,1
112,68,2
112,69,5
112,70,1
112,72,1
112,73,2
112,74,11
112,75,3
112,76,6
112,77,7
112,78,29
112,79,7
112,80,105
112,81,13
112,82,9
112,83,2
112,88,1
112,91,2
112,92,2
112,94,12
112,96,8
112,97,14
112,98,3
112,99,1
112,101,9
112,102,5
112,103,1
112,106,2
112,107,10
112,108,6
112,109,1
112,110,2
112,111,17
112,113,6
112,114,11
112,115,6
112,116,3
112,118,2
112,119,3
112,126,8
112,127,7
112,128,4
112,129,5
112,130,5
112,131,7
112,132,7
112,134,1
112,135,5
112,137,1
112,139,1
112,140,24
112,141,37
112,142,8
112,144,23
112,145,242
112,146,10
112,147,6
112,148,5
112,149,2
112,151,3
112,152,114
112,153,12
112,154,4
112,155,92
112,156,17
112,157,1
112,158,1
112,159,19
112,160,4
112,161,2
112,162,42
112,163,10
112,164,4
112,166,8
112,167,5
112,168,3
112,169,1
112,170,12
112,173,2
112,174,1
112,175,3
112,178,1
112,179,17
112,180,8
112,181,8
112,182,4
112,183,5
112,184,1
112,185,4
112,186,7
112,187,1
112,188,6
112,192,5
112,193,1
112,194,2
113,4,1
113,8,1
113,9,3
113,12,3
113,13,1
113,17,1
113,18,1
113,21,9
113,22,5
113,23,1
113,27,2
113,29,1
113,30,1
113,31,5
113,32,8
113,33,1
113,34,16
113,35,4
113,36,8
113,38,4
113,41,3
113,42,1
113,43,2
113,45,1
113,48,1
113,49,15
113,51,1
113,52,18
113,53,3
113,55,1
113,58,1
113,60,1
113,61,2
113,64,1
113,70,3
113,71,1
113,72,4
113,74,12
113,75,2
113,76,3
113,77,2
113,78,31
113,79,2
113,80,60
113,81,8
113,82,20
113,83,1
113,86,2
113,89,2
113,94,4
113,96,1
113,97,9
113,98,1
113,101,1
113,102,2
113,104,1
113,105,2
113,107,5
113,109,1
113,110,3
113,112,2
113,114,11
113,115,2
113,116,1
113,117,1
113,118,3
113,119,2
113,121,4
113,122,2
113,125,1
113,126,3
113,127,6
113,129,2
113,130,11
113,131,6
113,132,3
113,135,5
113,136,2
113,137,2
113,138,1
113,139,1
113,140,33
113,141,49
113,142,9
113,143,3
113,144,33
113,145,274
113,146,13
113,147,2
113,148,6
113,150,1
113,151,1
113,152,142
113,153,12
113,154,7
113,155,73
113,156,15
113,157,1
113,158,3
113,159,25
113,160,6
113,161,1
113,162,42
113,163,3
113,164,1
113,165,4
113,166,2
113,167,4
113,170,16
113,173,1
113,175,3
113,177,3
113,178,1
113,179,7
113,180,4
113,181,6
113,182,4
113,185,3
113,186,7
113,192,2
113,193,4
114,1,1
114,5,2
114,8,12
114,9,1
114,12,5
114,15,1
114,16,2
114,20,1
114,21,4
114,22,5
114,23,1
114,26,2
114,27,5
114,29,1
114,31,3
114,32,3
114,33,2
114,34,12
114,35,9
114,36,6
114,37,2
114,38,5
114,41,1
114,43,1
114,44,2
114,49,30
114,51,3
114,52,26
114,53,3
114,54,3
114,56,2
114,59,1
114,63,1
114,65,2
114,69,4
114,70,5
114,71,1
114,72,1
114,73,2
114,74,8
114,75,2
114,76,3
114,77,6
114,78,36
114,79,3
114,80,96
114,81,12
114,82,21
114,83,1
114,84,3
114,87,2
114,89,1
114,91,1
114,92,1
114,94,5
114,96,3
114,97,21
114,98,1
114,100,1
114,101,3
114,102,2
114,104,6
114,105,1
114,107,3
114,108,3
114,109,6
114,110,1
114,111,4
114,112,5
114,115,10
114,116,17
114,118,1
114,119,2
114,120,2
114,121,1
114,124,1
114,126,10
114,127,3
114,129,2
114,130,11
114,131,23
114,132,13
114,133,1
114,135,3
114,137,4
114,140,30
114,141,88
114,142,17
114,143,2
114,144,58
114,145,336
114,146,8
114,147,8
114,148,4
114,150,4
114,152,194
114,153,16
114,155,123
114,156,25
114,157,1
114,158,2
114,159,42
114,161,2
114,162,69
114,163,6
114,164,9
114,165,7
114,167,6
114,168,3
114,169,3
114,170,11
114,171,5
114,173,2
114,175,1
114,176,2
114,177,2
114,178,1
114,179,7
114,180,6
114,181,2
114,182,8
114,184,2
114,185,8
114,186,11
114,187,9
114,191,5
114,192,8
114,194,2
115,1,2
115,8,13
115,10,4
115,11,2
115,12,16
115,13,1
115,16,1
115,17,3
115,18,3
115,19,2
115,21,6
115,22,5
115,23,1
115,25,4
115,27,1
115,28,6
115,31,3
115,32,3
115,34,12
115,35,6
115,36,6
115,38,8
115,39,3
115,41,1
115,43,2
115,49,21
115,51,5
115,52,12
115,53,7
115,55,1
115,58,3
115,60,2
115,62,1
115,63,1
115,64,2
115,69,1
115,70,2
115,71,3
115,72,6
115,73,3
115,74,11
115,75,1
115,76,14
115,77,2
115,78,36
115,79,6
115,80,100
115,81,29
115,82,19
115,83,2
115,85,1
115,86,2
115,87,1
115,88,5
115,92,1
115,94,3
115,95,3
115,96,3
115,97,13
115,98,1
115,101,1
115,102,2
115,103,2
115,104,3
115,105,3
115,106,1
115,107,8
115,108,4
115,109,12
115,110,5
115,111,3
115,112,1
115,113,4
115,114,14
115,116,11
115,117,4
115,118,2
115,119,4
115,120,2
115,121,1
115,122,1
115,126,7
115,127,6
115,130,18
115,131,5
115,132,12
115,135,2
115,137,2
115,140,42
115,141,94
115,142,29
115,143,1
115,144,49
115,145,387
115,146,17
115,147,2
115,148,4
115,149,2
115,152,247
115,153,8
115,155,143
115,156,41
115,158,1
115,159,32
115,160,5
115,161,5
115,162,74
115,163,4
115,166,7
115,167,3
115,170,25
115,171,3
115,172,3
115,173,1
115,175,5
115,176,2
115,179,5
115,180,8
115,181,9
115,182,14
115,183,2
115,184,1
115,185,5
115,186,9
115,187,2
115,188,6
115,191,1
115,192,5
116,4,2
116,5,1
116,7,1
116,8,2
116,11,1
116,12,9
116,14,1
116,15,1
116,21,1
116,22,7
116,23,2
116,24,2
116,26,1
116,27,2
116,31,5
116,32,1
116,33,1
116,34,17
116,35,3
116,36,7
116,38,2
116,39,1
116,40,2
116,43,4
116,49,12
116,50,1
116,51,6
116,52,6
116,53,2
116,54,2
116,61,1
116,62,1
116,63,2
116,65,6
116,70,1
116,71,1
116,72,3
116,74,8
116,75,1
116,76,3
116,77,4
116,78,20
116,79,3
116,80,96
116,81,6
116,82,23
116,83,1
116,84,1
116,87,2
116,89,1
116,91,2
116,94,3
116,95,1
116,97,5
116,98,2
116,101,1
116,102,1
116,103,1
116,104,2
116,106,2
116,107,2
116,108,2
116,109,2
116,110,9
116,111,3
116,112,1
116,113,1
116,114,8
116,115,5
116,117,1
116,118,6
116,119,2
116,120,1
116,121,2
116,126,3
116,128,4
116,130,5
116,131,9
116,132,8
116,134,2
116,135,1
116,136,2
116,137,6
116,140,47
116,141,47
116,142,11
116,143,1
116,144,39
116,145,278
116,146,8
116,147,4
116,148,4
116,150,3
116,151,3
116,152,160
116,153,10
116,154,1
116,155,96
116,156,25
116,158,1
116,159,22
116,160,1
116,161,1
116,162,43
116,163,6
116,164,2
116,165,2
116,169,4
116,170,8
116,171,5
116,173,2
116,175,7
116,176,3
116,179,4
116,180,2
116,181,7
116,182,11
116,184,1
116,185,3
116,186,17
116,187,3
116,188,3
116,191,1
116,192,5
116,194,2
117,1,1
117,2,1
117,4,1
117,8,7
117,12,15
117,19,1
117,21,9
117,22,11
117,25,1
117,26,1
117,31,7
117,32,4
117,33,1
117,34,18
117,35,2
117,36,1
117,41,1
117,43,1
117,48,1
117,49,30
117,51,7
117,52,11
117,58,3
117,61,3
117,66,3
117,67,1
117,70,1
117,73,2
117,74,5
117,75,3
117,76,5
117,77,11
117,78,26
117,80,85
117,81,5
117,82,20
117,83,1
117,85,1
117,86,2
117,87,1
117,88,3
117,89,2
117,92,2
117,94,6
117,96,1
117,97,10
117,101,1
117,106,1
117,107,4
117,108,2
117,109,1
117,111,4
117,112,4
117,113,1
117,114,3
117,116,4
117,118,5
117,119,1
117,120,1
117,121,6
117,125,1
117,126,11
117,127,2
117,129,2
117,130,2
117,131,7
117,132,4
117,134,1
117,135,9
117,136,3
117,137,13
117,138,1
117,140,25
117,141,66
117,142,13
117,143,2
117,144,38
117,145,333
117,146,4
117,147,5
117,148,5
117,149,3
117,150,1
117,152,170
117,153,11
117,154,2
117,155,104
117,156,30
117,159,29
117,160,1
117,161,1
117,162,54
117,163,8
117,164,1
117,165,2
117,166,1
117,169,1
117,170,20
117,171,1
117,172,1
117,173,3
117,175,2
117,176,3
117,177,2
117,179,3
117,180,3
117,181,3
117,182,3
117,185,3
117,186,6
117,187,1
117,188,1
117,191,3
117,192,1
117,193,3
118,8,5
118,9,6
118,10,1
118,12,14
118,15,2
118,17,2
118,21,2
118,22,2
118,24,1
118,25,1
118,27,5
118,31,2
118,32,9
118,33,3
118,34,10
118,36,2
118,37,4
118,38,3
118,41,4
118,43,2
118,46,2
118,49,27
118,51,14
118,52,10
118,53,1
118,54,1
118,55,2
118,57,1
118,58,2
118,59,1
118,61,3
118,62,1
118,64,1
118,65,1
118,67,3
118,69,1
118,70,3
118,72,4
118,73,4
118,74,5
118,75,7
118,77,4
118,78,31
118,79,8
118,80,145
118,81,9
118,82,28
118,83,3
118,84,2
118,86,4
118,87,2
118,88,2
118,91,1
118,94,7
118,96,3
118,97,15
118,98,2
118,101,3
118,102,1
118,105,1
118,107,6
118,108,6
118,111,7
118,112,2
118,113,2
118,114,5
118,115,8
118,116,5
118,119,4
118,126,5
118,127,4
118,128,2
118,130,13
118,131,12
118,132,4
118,133,2
118,135,3
118,137,17
118,138,1
118,140,37
118,141,91
118,142,10
118,143,1
118,144,37
118,145,445
118,146,9
118,147,1
118,148,16
118,151,3
118,152,212
118,153,17
118,155,140
118,156,25
118,157,1
118,159,35
118,160,1
118,162,69
118,163,10
118,164,2
118,165,2
118,166,5
118,169,2
118,170,25
118,172,3
118,173,5
118,175,2
118,176,2
118,177,3
118,179,10
118,180,9
118,181,6
118,182,7
118,184,1
118,185,4
118,186,11
118,187,3
118,188,3
118,191,5
118,192,10
118,193,1
118,194,2
119,1,3
119,2,1
119,4,1
119,7,3
119,8,4
119,9,5
119,12,10
119,14,1
119,15,1
119,20,1
119,21,2
119,22,8
119,23,3
119,24,1
119,28,2
119,29,2
119,30,3
119,31,1
119,32,3
119,34,18
119,35,1
119,36,6
119,38,1
119,41,2
119,43,1
119,49,14
119,51,12
119,52,8
119,56,1
119,58,1
119,60,1
119,62,1
119,65,1
119,70,3
119,71,5
119,72,7
119,74,6
119,75,2
119,76,1
119,78,10
119,79,6
119,80,102
119,81,6
119,82,15
119,83,1
119,87,8
119,94,6
119,96,2
119,97,8
119,98,3
119,100,1
119,101,4
119,102,3
119,103,1
119,107,7
119,108,6
119,109,1
119,110,1
119,111,1
119,112,1
119,114,6
119,115,6
119,116,3
119,117,2
119,118,3
119,120,9
119,121,2
119,126,7
119,129,1
119,130,12
119,131,9
119,132,3
119,134,1
119,135,1
119,137,2
119,139,1
119,140,26
119,141,71
119,142,15
119,143,3
119,144,35
119,145,301
119,146,12
119,147,5
119,148,4
119,149,3
119,150,1
119,151,1
119,152,156
119,153,4
119,154,2
119,155,69
119,156,16
119,158,1
119,159,20
119,161,3
119,162,51
119,163,1
119,165,2
119,166,1
119,167,2
119,168,1
119,170,11
119,171,2
119,172,3
119,173,1
119,176,2
119,177,1
119,180,3
119,181,1
119,182,3
119,184,3
119,186,4
119,188,5
119,191,2
119,192,10
119,193,2
120,4,1
120,8,11
120,9,2
120,11,1
120,12,14
120,14,1
120,21,7
120,22,3
120,23,1
120,25,1
120,27,3
120,29,1
120,31,5
120,32,2
120,34,9
120,35,4
120,36,3
120,38,3
120,41,3
120,44,1
120,47,1
120,49,17
120,51,10
120,52,10
120,54,3
120,57,2
120,64,1
120,66,1
120,67,1
120,69,1
120,70,1
120,71,5
120,72,5
120,74,4
120,75,1
120,76,3
120,77,6
120,78,31
120,79,1
120,80,79
120,81,7
120,82,17
120,83,3
120,88,3
120,89,1
120,90,4
120,94,4
120,96,1
120,97,7
120,99,2
120,102,1
120,104,1
120,107,1
120,108,5
120,109,2
120,110,2
120,111,7
120,112,1
120,116,2
120,117,5
120,119,14
120,121,5
120,122,2
120,126,9
120,128,1
120,130,2
120,131,13
120,132,6
120,134,3
120,135,4
120,136,2
120,137,4
120,140,27
120,141,49
120,142,18
120,143,1
120,144,42
120,145,287
120,146,10
120,147,2
120,148,4
120,149,1
120,151,1
120,152,130
120,153,8
120,155,70
120,156,21
120,157,1
120,158,4
120,159,22
120,160,2
120,162,50
120,163,5
120,166,1
120,167,1
120,169,5
120,170,6
120,171,7
120,175,4
120,176,1
120,177,3
120,179,3
120,180,2
120,181,2
120,185,1
120,186,2
120,187,3
120,188,3
120,191,1
120,193,3
121,4,2
121,8,3
121,9,4
121,12,17
121,13,1
121,14,1
121,15,1
121,16,2
121,19,2
121,21,12
121,22,2
121,23,2
121,26,1
121,27,5
121,31,8
121,32,3
121,34,24
121,35,7
