O,D,Ton
102,55,5
102,56,37
102,57,2
102,58,2
102,59,6
102,62,5
102,63,33
102,64,6
102,65,3
102,66,1
102,67,188
102,68,9
102,69,4
102,70,6
102,71,14
102,72,13
102,73,14
102,74,4
102,75,3
102,76,13
102,78,2
102,79,15
102,80,1
102,81,1
102,82,3
102,84,5
102,85,2
102,87,1
102,88,1
102,97,1
102,98,8
102,99,105
102,100,6
102,101,2
102,103,6
102,104,1
102,105,3
102,106,2
102,107,2
102,110,20
102,111,2
102,112,1
102,113,4
102,117,2
102,118,9
102,122,3
102,123,11
102,124,9
102,126,1
102,128,4
102,129,1
102,133,4
102,134,2
102,137,4
102,139,1
102,140,10
102,143,3
102,145,3
102,146,1
102,147,4
102,151,1
102,152,3
102,153,2
102,154,4
102,155,10
102,156,1
102,158,7
102,160,1
102,161,1
102,162,3
102,163,1
102,164,8
102,165,5
102,166,2
102,167,13
102,169,3
102,170,3
102,172,1
102,175,2
102,178,3
102,182,1
102,184,3
102,187,3
102,189,5
102,191,1
102,192,2
102,193,3
102,194,1
102,197,1
102,198,2
103,1,1
103,2,8
103,3,10
103,4,1
103,5,84
103,6,2
103,7,2
103,8,2
103,9,3
103,11,11
103,12,1
103,13,2
103,15,14
103,16,19
103,17,3
103,18,12
103,19,1
103,20,1
103,21,20
103,22,1
103,25,7
103,26,2
103,28,27
103,29,7
103,30,1
103,32,24
103,33,13
103,34,1
103,39,8
103,40,10
103,41,4
103,42,8
103,43,13
103,44,3
103,45,2
103,46,33
103,48,1
103,49,4
103,52,1
103,54,1
103,55,5
103,56,50
103,57,3
103,58,8
103,59,2
103,62,25
103,63,41
103,64,4
103,65,8
103,66,7
103,67,189
103,68,13
103,69,1
103,70,5
103,71,7
103,72,11
103,73,17
103,74,6
103,75,1
103,76,1
103,78,3
103,79,5
103,81,2
103,82,9
103,83,5
103,84,6
103,85,1
103,86,1
103,87,2
103,88,1
103,89,1
103,90,1
103,92,3
103,94,1
103,98,2
103,99,78
103,100,12
103,101,6
103,102,14
103,104,2
103,105,2
103,106,3
103,107,1
103,108,2
103,110,19
103,111,5
103,112,2
103,113,2
103,117,1
103,118,4
103,122,1
103,123,11
103,124,8
103,128,1
103,129,6
103,133,17
103,134,2
103,137,1
103,140,12
103,143,1
103,146,1
103,153,1
103,154,2
103,155,9
103,161,2
103,162,1
103,163,1
103,164,2
103,165,3
103,166,3
103,167,11
103,169,3
103,170,1
103,172,8
103,173,1
103,175,2
103,179,1
103,181,3
103,183,1
103,187,1
103,191,1
103,192,1
103,194,1
103,195,1
103,196,2
103,197,1
103,198,3
103,199,3
104,1,5
104,2,3
104,3,5
104,4,4
104,5,144
104,6,4
104,7,2
104,8,3
104,9,3
104,10,3
104,11,13
104,12,2
104,13,3
104,15,11
104,16,19
104,18,10
104,21,44
104,22,1
104,23,1
104,25,3
104,26,5
104,27,3
104,28,19
104,29,6
104,30,3
104,32,28
104,33,9
104,34,4
104,35,3
104,36,3
104,39,1
104,40,7
104,42,16
104,43,18
104,44,4
104,45,1
104,46,38
104,47,1
104,48,3
104,52,1
104,53,3
104,54,1
104,55,16
104,56,80
104,57,3
104,58,5
104,59,7
104,62,14
104,63,42
104,64,10
104,65,2
104,66,7
104,67,284
104,68,17
104,69,2
104,70,1
104,71,9
104,72,11
104,73,13
104,74,6
104,76,11
104,79,11
104,81,7
104,82,5
104,83,2
104,84,4
104,85,5
104,90,1
104,92,4
104,94,3
104,96,1
104,98,1
104,99,135
104,100,13
104,101,4
104,102,13
104,103,6
104,105,5
104,106,8
104,110,19
104,111,7
104,112,1
104,113,2
104,117,12
104,118,10
104,122,2
104,123,5
104,124,14
104,125,4
104,126,1
104,128,5
104,129,4
104,132,1
104,133,11
104,134,5
104,135,1
104,137,3
104,140,20
104,141,1
104,142,1
104,143,3
104,146,1
104,147,1
104,148,3
104,150,3
104,154,2
104,155,12
104,160,1
104,161,2
104,163,1
104,164,3
104,165,13
104,166,3
104,167,4
104,169,3
104,174,1
104,175,10
104,180,1
104,181,3
104,184,2
104,185,1
104,187,1
104,188,3
104,189,1
104,192,4
104,193,3
104,194,9
104,196,2
104,197,2
104,198,4
104,199,3
105,1,4
105,2,8
105,3,1
105,4,6
105,5,158
105,6,1
105,8,2
105,10,1
105,11,17
105,13,5
105,14,5
105,15,44
105,16,29
105,17,2
105,18,18
105,19,3
105,20,1
105,21,62
105,23,1
105,25,9
105,26,1
105,27,1
105,28,28
105,29,1
105,30,3
105,31,2
105,32,38
105,33,5
105,34,2
105,36,2
105,37,1
105,39,8
105,40,20
105,41,1
105,42,14
105,43,16
105,44,7
105,46,19
105,48,2
105,49,2
105,50,2
105,51,1
105,52,1
105,53,3
105,54,1
105,55,23
105,56,54
105,57,1
105,58,3
105,59,20
105,62,14
105,63,29
105,64,3
105,65,15
105,66,4
105,67,182
105,68,8
105,69,2
105,70,18
105,71,28
105,72,20
105,73,46
105,74,13
105,75,5
105,76,9
105,78,10
105,79,15
105,81,4
105,82,6
105,83,2
105,84,14
105,85,6
105,86,1
105,88,4
105,90,1
105,92,2
105,93,1
105,94,1
105,98,15
105,99,79
105,100,6
105,102,9
105,103,4
105,104,6
105,106,24
105,107,7
105,108,8
105,109,1
105,110,21
105,111,4
105,112,5
105,113,3
105,114,1
105,115,1
105,117,4
105,118,5
105,119,2
105,122,3
105,123,12
105,124,5
105,125,4
105,126,2
105,128,2
105,129,5
105,130,1
105,132,1
105,133,3
105,134,6
105,136,2
105,137,2
105,140,7
105,143,18
105,146,6
105,147,2
105,152,1
105,153,1
105,155,14
105,158,1
105,160,1
105,161,5
105,164,10
105,165,16
105,166,15
105,169,4
105,170,2
105,172,9
105,175,2
105,176,1
105,177,2
105,183,1
105,184,2
105,189,1
105,191,5
105,192,6
105,193,2
105,194,5
105,195,5
105,196,4
105,197,4
105,198,8
105,199,7
106,1,19
106,2,6
106,3,12
106,4,4
106,5,257
106,6,2
106,7,4
106,8,1
106,9,1
106,10,1
106,11,19
106,12,1
106,13,13
106,14,2
106,15,33
106,16,25
106,17,5
106,18,27
106,21,65
106,22,1
106,23,2
106,25,14
106,27,2
106,28,37
106,29,12
106,30,1
106,31,1
106,32,29
106,33,20
106,34,2
106,38,1
106,39,1
106,40,13
106,41,6
106,42,20
106,43,14
106,44,20
106,46,24
106,48,1
106,49,1
106,50,2
106,52,7
106,53,2
106,54,5
106,55,48
106,56,102
106,57,6
106,58,4
106,59,21
106,62,17
106,63,59
106,64,2
106,65,10
106,66,13
106,67,212
106,68,12
106,69,7
106,70,19
106,71,15
106,72,36
106,73,23
106,74,9
106,75,4
106,76,11
106,77,1
106,78,2
106,79,28
106,80,1
106,81,14
106,82,15
106,83,3
106,84,11
106,85,2
106,87,5
106,89,4
106,90,1
106,92,4
106,93,1
106,94,1
106,96,1
106,97,3
106,98,13
106,99,117
106,100,17
106,102,5
106,103,2
106,104,8
106,105,4
106,107,4
106,108,7
106,109,2
106,110,29
106,111,6
106,113,3
106,115,7
106,117,3
106,118,10
106,123,15
106,124,10
106,125,2
106,127,2
106,129,4
106,133,9
106,134,1
106,135,1
106,136,1
106,137,1
106,140,16
106,141,1
106,143,18
106,145,3
106,146,2
106,147,5
106,148,3
106,154,3
106,155,10
106,156,1
106,157,1
106,158,7
106,160,1
106,162,1
106,163,5
106,164,12
106,165,8
106,166,16
106,167,3
106,169,8
106,170,2
106,172,6
106,173,1
106,174,6
106,175,13
106,176,1
106,177,1
106,178,1
106,180,3
106,182,1
106,183,2
106,184,1
106,187,1
106,188,3
106,189,1
106,191,1
106,192,6
106,193,11
106,195,9
106,196,4
106,198,12
106,199,3
107,1,7
107,2,3
107,3,7
107,5,128
107,7,1
107,9,1
107,11,10
107,13,2
107,14,2
107,15,27
107,16,25
107,17,4
107,18,18
107,21,59
107,22,1
107,23,1
107,25,10
107,26,3
107,28,19
107,31,2
107,32,26
107,33,14
107,35,1
107,39,4
107,40,11
107,41,1
107,42,8
107,43,8
107,44,2
107,46,17
107,48,2
107,49,6
107,52,5
107,53,1
107,54,3
107,55,18
107,56,56
107,58,3
107,59,10
107,62,12
107,63,42
107,64,5
107,65,5
107,66,7
107,67,157
107,68,10
107,69,1
107,70,10
107,71,14
107,72,24
107,73,27
107,74,11
107,75,6
107,76,4
107,78,3
107,79,11
107,81,4
107,82,5
107,83,2
107,87,3
107,93,1
107,94,1
107,95,4
107,96,2
107,97,3
107,98,11
107,99,82
107,100,10
107,101,1
107,102,3
107,103,3
107,104,2
107,105,7
107,106,11
107,108,3
107,110,22
107,111,4
107,112,1
107,113,3
107,115,1
107,118,7
107,119,1
107,122,3
107,123,14
107,124,15
107,125,1
107,127,1
107,128,2
107,129,6
107,130,1
107,133,2
107,134,6
107,140,11
107,141,2
107,142,1
107,143,6
107,146,4
107,150,1
107,155,5
107,156,1
107,158,1
107,159,1
107,160,4
107,161,3
107,162,1
107,164,7
107,165,12
107,166,1
107,167,1
107,169,2
107,171,1
107,172,10
107,175,3
107,177,1
107,184,1
107,187,2
107,188,2
107,192,4
107,193,1
107,194,2
107,195,2
107,196,2
107,197,1
107,198,8
107,199,2
108,2,6
108,3,1
108,4,3
108,5,110
108,6,3
108,7,1
108,10,1
108,11,5
108,12,1
108,13,18
108,14,2
108,15,60
108,16,34
108,17,14
108,18,27
108,19,2
108,20,2
108,21,172
108,22,2
108,23,1
108,25,4
108,28,25
108,29,4
108,30,3
108,32,9
108,33,24
108,34,2
108,36,1
108,37,1
108,38,2
108,39,2
108,40,16
108,41,2
108,42,53
108,43,14
108,44,2
108,45,1
108,46,14
108,47,1
108,48,2
108,49,2
108,50,1
108,52,2
108,53,5
108,54,4
108,55,22
108,56,96
108,58,6
108,59,20
108,62,10
108,63,36
108,65,16
108,66,1
108,67,164
108,68,11
108,69,4
108,70,15
108,71,15
108,72,36
108,73,35
108,74,31
108,75,6
108,76,9
108,78,7
108,79,19
108,81,20
108,82,11
108,83,8
108,84,4
108,85,18
108,88,1
108,89,1
108,90,6
108,92,5
108,93,1
108,94,3
108,97,10
108,98,5
108,99,70
108,100,11
108,101,2
108,102,4
108,103,3
108,105,10
108,106,12
108,107,4
108,109,2
108,110,32
108,117,2
108,118,6
108,121,6
108,122,3
108,123,37
108,124,4
108,125,2
108,128,2
108,129,8
108,130,3
108,131,1
108,133,4
108,134,1
108,137,1
108,138,1
108,140,14
108,141,2
108,143,8
108,145,3
108,146,4
108,147,2
108,154,1
108,155,28
108,158,1
108,160,2
108,163,8
108,164,23
108,165,28
108,166,41
108,171,2
108,172,9
108,173,8
108,175,10
108,179,2
108,181,2
108,184,5
108,185,5
108,187,1
108,188,3
108,191,1
108,192,20
108,193,2
108,194,6
108,195,16
108,196,10
108,197,1
108,198,10
108,199,7
109,1,7
109,2,4
109,3,2
109,4,8
109,5,103
109,6,7
109,7,2
109,8,1
109,11,6
109,12,1
109,13,7
109,14,3
109,15,61
109,16,33
109,17,19
109,18,21
109,19,8
109,20,3
109,21,101
109,22,1
109,23,3
109,25,4
109,26,2
109,27,2
109,28,28
109,29,3
109,30,4
109,31,1
109,32,25
109,33,25
109,38,2
109,39,5
109,40,21
109,41,2
109,42,11
109,43,7
109,44,1
109,45,1
109,46,8
109,47,1
109,48,2
109,49,7
109,50,3
109,52,6
109,53,5
109,54,6
109,55,28
109,56,61
109,57,1
109,58,4
109,59,11
109,62,11
109,63,41
109,64,5
109,65,1
109,66,3
109,67,108
109,68,6
109,69,5
109,70,7
109,71,14
109,72,34
109,73,19
109,74,28
109,75,1
109,76,7
109,77,2
109,78,19
109,79,9
109,81,8
109,82,15
109,83,6
109,84,9
109,85,11
109,86,2
109,87,6
109,88,4
109,89,2
109,92,2
109,93,3
109,94,4
109,96,1
109,97,3
109,98,7
109,99,46
109,100,12
109,101,1
109,102,9
109,103,1
109,105,8
109,106,16
109,107,5
109,108,4
109,110,14
109,111,4
109,112,1
109,113,1
109,114,2
109,118,12
109,122,4
109,123,17
109,124,8
109,126,2
109,128,1
109,129,4
109,130,1
109,132,1
109,133,2
109,134,3
109,137,3
109,138,1
109,139,1
109,140,10
109,141,6
109,143,6
109,145,1
109,146,3
109,149,1
109,152,1
109,154,2
109,155,8
109,156,1
109,160,3
109,161,1
109,164,4
109,165,21
109,166,11
109,167,4
109,169,1
109,170,1
109,172,11
109,173,5
109,175,14
109,177,1
109,179,1
109,180,1
109,181,3
109,182,2
109,184,2
109,186,2
109,188,1
109,189,1
109,190,1
109,191,5
109,192,9
109,193,6
109,194,10
109,195,7
109,196,5
109,197,2
109,198,6
109,199,5
110,1,1
110,2,5
110,3,5
110,5,44
110,8,1
110,9,1
110,11,19
110,13,1
110,14,2
110,15,19
110,16,9
110,18,10
110,19,3
110,21,45
110,22,5
110,23,5
110,25,21
110,26,4
110,28,16
110,30,2
110,31,3
110,32,30
110,33,4
110,34,2
110,36,2
110,38,1
110,39,4
110,40,4
110,41,3
110,42,17
110,43,29
110,44,17
110,46,38
110,48,4
110,49,2
110,54,1
110,55,6
110,56,42
110,59,10
110,61,1
110,62,5
110,63,33
110,64,6
110,65,6
110,66,3
110,67,253
110,68,11
110,70,1
110,71,10
110,72,23
110,73,10
110,74,4
110,75,8
110,76,14
110,77,1
110,78,2
110,79,17
110,81,7
110,82,1
110,83,4
110,84,5
110,87,5
110,88,5
110,89,2
110,94,5
110,95,2
110,96,1
110,97,1
110,98,7
110,99,81
110,100,17
110,101,10
110,102,6
110,103,12
110,104,4
110,105,5
110,106,6
110,107,1
110,108,3
110,111,5
110,112,6
110,113,5
110,115,1
110,117,3
110,118,19
110,121,1
110,122,4
110,123,39
110,124,15
110,125,3
110,126,1
110,128,1
110,129,3
110,130,1
110,133,7
110,134,1
110,136,2
110,137,2
110,140,32
110,141,3
110,143,1
110,145,1
110,146,2
110,147,3
110,148,2
110,151,2
110,152,2
110,154,4
110,155,24
110,158,2
110,160,5
110,161,2
110,163,1
110,164,9
110,165,20
110,166,5
110,167,2
110,169,5
110,171,3
110,172,7
110,174,1
110,175,6
110,178,1
110,181,2
110,183,1
110,187,3
110,189,2
110,191,5
110,192,11
110,193,2
110,195,3
110,196,2
110,197,1
110,198,3
110,199,1
111,1,5
111,2,14
111,3,1
111,4,3
111,5,47
111,6,6
111,7,2
111,8,1
111,11,29
111,12,2
111,13,5
111,14,1
111,15,6
111,16,10
111,17,4
111,18,4
111,19,2
111,20,2
111,21,31
111,22,2
111,23,2
111,25,32
111,27,4
111,28,24
111,29,8
111,31,1
111,32,11
111,33,2
111,34,10
111,35,1
111,37,5
111,38,4
111,39,9
111,40,5
111,42,18
111,43,14
111,44,10
111,45,2
111,46,26
111,47,3
111,48,9
111,49,6
111,50,2
111,51,1
111,52,4
111,53,1
111,54,3
111,55,16
111,56,35
111,57,1
111,58,4
111,59,1
111,62,8
111,63,30
111,64,3
111,65,6
111,66,3
111,67,218
111,68,23
111,69,6
111,70,5
111,71,2
111,72,6
111,73,6
111,74,5
111,75,11
111,76,22
111,78,3
111,79,4
111,81,1
111,82,4
111,83,12
111,84,11
111,85,2
111,87,1
111,88,2
111,91,1
111,92,4
111,95,1
111,96,1
111,97,2
111,98,7
111,99,94
111,100,35
111,101,5
111,102,3
111,104,4
111,105,1
111,106,7
111,107,2
111,110,16
111,112,18
111,113,16
111,114,1
111,115,3
111,118,33
111,122,9
111,123,18
111,124,6
111,125,9
111,126,7
111,127,1
111,128,4
111,129,3
111,131,1
111,132,2
111,133,2
111,134,1
111,135,2
111,136,11
111,137,11
111,138,1
111,140,45
111,141,10
111,143,3
111,145,6
111,146,11
111,147,6
111,148,6
111,149,7
111,153,1
111,154,6
111,155,12
111,156,3
111,157,2
111,158,1
111,159,2
111,160,7
111,161,14
111,163,8
111,165,13
111,166,1
111,167,10
111,169,5
111,170,1
111,171,2
111,172,4
111,173,2
111,175,5
111,176,1
111,177,1
111,178,1
111,181,8
111,184,1
111,186,2
111,187,1
111,188,1
111,192,2
111,196,2
111,198,2
111,199,1
112,1,11
112,2,14
112,3,9
112,4,5
112,5,126
112,6,1
112,7,4
112,8,5
112,9,2
112,10,5
112,11,67
112,12,5
112,13,12
112,14,10
112,15,23
112,16,13
112,17,1
112,18,28
112,19,15
112,20,4
112,21,69
112,22,11
112,23,11
112,24,4
112,25,88
112,26,6
112,27,4
112,28,53
112,29,4
112,30,2
112,32,22
112,33,6
112,34,12
112,35,3
112,36,5
112,37,9
112,38,8
112,39,28
112,40,14
112,41,8
112,42,33
112,43,27
112,44,44
112,45,7
112,46,27
112,47,4
112,48,12
112,49,29
112,50,1
112,52,3
112,53,6
112,54,6
112,55,51
112,56,104
112,57,7
112,58,15
112,59,16
112,60,4
112,61,1
112,62,13
112,63,58
112,64,9
112,65,23
112,66,13
112,67,526
112,68,42
112,69,13
112,70,8
112,71,21
112,72,22
112,73,24
112,74,7
112,75,28
112,76,32
112,77,3
112,78,4
112,79,11
112,80,3
112,81,14
112,82,22
112,83,13
112,84,17
112,85,2
112,86,6
112,87,8
112,88,1
112,89,5
112,90,6
112,91,1
112,92,4
112,93,5
112,94,5
112,96,1
112,97,11
112,98,8
112,99,252
112,100,69
112,101,14
112,102,21
112,103,2
112,104,8
112,105,6
112,106,14
112,108,4
112,109,2
112,110,29
112,111,31
112,113,40
112,114,3
112,115,10
112,117,10
112,118,58
112,119,3
112,120,1
112,122,23
112,123,24
112,124,20
112,125,12
112,126,25
112,127,2
112,128,9
112,129,3
112,130,7
112,133,5
112,134,3
112,135,4
112,136,4
112,137,16
112,138,5
112,139,2
112,140,78
112,141,19
112,143,5
112,145,6
112,146,14
112,147,21
112,148,14
112,149,8
112,150,3
112,151,3
112,153,3
112,154,16
112,155,29
112,156,4
112,158,3
112,159,5
112,160,5
112,161,21
112,162,3
112,163,11
112,164,5
112,165,19
112,166,6
112,167,29
112,169,16
112,170,2
112,171,1
112,172,12
112,173,1
112,174,4
112,175,13
112,177,4
112,180,12
112,181,11
112,184,5
112,187,5
112,188,3
112,191,4
112,192,5
112,193,4
112,194,1
112,195,2
112,196,2
112,197,3
112,198,7
113,1,2
113,2,6
113,3,5
113,5,58
113,6,2
113,7,3
113,10,2
113,11,20
113,12,1
113,13,2
113,14,15
113,15,10
113,16,14
113,18,7
113,19,6
113,21,33
113,22,1
113,23,4
113,24,1
113,25,21
113,26,2
113,27,3
113,28,22
113,32,12
113,33,5
113,34,4
113,35,1
113,36,4
113,37,1
113,38,2
113,39,7
113,40,4
113,41,3
113,42,7
113,43,12
113,44,3
113,45,3
113,46,5
113,47,5
113,48,6
113,49,3
113,52,2
113,54,4
113,55,12
113,56,49
113,57,5
113,58,3
113,59,6
113,61,1
113,62,5
113,63,15
113,64,1
113,65,11
113,66,1
113,67,185
113,68,12
113,69,4
113,70,4
113,71,2
113,72,6
113,73,1
113,74,3
113,75,17
113,76,9
113,78,5
113,79,10
113,80,1
113,81,5
113,82,16
113,83,6
113,84,9
113,85,1
113,88,2
113,89,1
113,90,3
113,93,2
113,94,2
113,95,1
113,96,1
113,97,1
113,98,3
113,99,76
113,100,22
113,101,4
113,102,5
113,104,2
113,105,4
113,106,5
113,110,15
113,111,17
113,112,10
113,115,2
113,117,4
113,118,22
113,122,8
113,123,13
113,124,5
113,125,4
113,126,3
113,127,2
113,128,1
113,129,9
113,130,1
113,132,2
113,133,1
113,135,1
113,136,3
113,137,3
113,139,1
113,140,45
113,141,6
113,145,1
113,146,5
113,147,4
113,148,4
113,149,2
113,151,2
113,152,4
113,153,1
113,155,4
113,156,4
113,157,1
113,159,5
113,160,3
113,161,2
113,162,3
113,163,5
113,165,13
113,166,2
113,167,24
113,169,2
113,170,1
113,171,1
113,172,3
113,174,1
113,175,14
113,177,1
113,180,2
113,181,2
113,183,2
113,184,1
113,185,1
113,187,2
113,190,1
113,192,3
113,193,3
113,194,2
113,195,2
113,197,1
113,198,3
114,1,3
114,2,13
114,3,5
114,4,2
114,5,67
114,6,9
114,7,6
114,8,2
114,9,1
114,10,1
114,11,36
114,12,3
114,13,3
114,14,5
114,15,7
114,16,16
114,17,4
114,18,17
114,19,9
114,21,50
114,22,7
114,23,12
114,24,4
114,25,87
114,26,11
114,27,3
114,28,38
114,29,4
114,30,1
114,31,2
114,32,13
114,33,11
114,34,8
114,35,5
114,36,11
114,37,4
114,38,5
114,39,43
114,40,4
114,41,10
114,42,23
114,43,7
114,44,18
114,45,14
114,46,25
114,47,11
114,48,45
114,49,18
114,50,5
114,52,9
114,53,1
114,54,1
114,55,32
114,56,54
114,57,1
114,58,6
114,59,26
114,60,2
114,61,1
114,62,10
114,63,29
114,64,6
114,65,13
114,66,6
114,67,259
114,68,16
114,69,7
114,70,3
114,71,13
114,72,15
114,73,15
114,74,8
114,75,36
114,76,19
114,77,3
114,78,10
114,79,3
114,80,1
114,81,14
114,82,6
114,83,21
114,84,10
114,85,5
114,86,2
114,87,6
114,88,2
114,89,2
114,90,4
114,92,2
114,93,5
114,95,2
114,96,2
114,97,12
114,98,11
114,99,134
114,100,35
114,101,13
114,102,16
114,103,5
114,104,6
114,105,8
114,106,10
114,110,11
114,111,11
114,112,36
114,113,28
114,115,14
114,116,1
114,117,6
114,118,58
114,119,2
114,120,2
114,122,13
114,123,38
114,124,10
114,125,15
114,126,17
114,127,6
114,128,2
114,129,7
114,130,3
114,132,3
114,133,1
114,135,13
114,136,5
114,137,14
114,138,2
114,139,4
114,140,63
114,141,2
114,145,9
114,146,16
114,147,8
114,148,5
114,149,3
114,150,2
114,151,3
114,152,2
114,153,2
114,154,11
114,155,17
114,156,16
114,157,3
114,158,5
114,159,3
114,160,17
114,161,10
114,162,5
114,163,10
114,164,17
114,165,35
114,166,7
114,167,20
114,169,14
114,170,2
114,171,1
114,172,13
114,174,1
114,175,31
114,177,2
114,180,3
114,181,11
114,182,3
114,183,3
114,184,3
114,186,1
114,187,7
114,188,1
114,190,3
114,191,1
114,192,12
114,193,8
114,194,2
114,195,5
114,196,9
114,197,1
114,198,1
114,199,2
115,1,5
115,2,5
115,3,2
115,4,10
115,5,77
115,6,5
115,8,2
115,9,2
115,10,5
115,11,41
115,12,2
115,13,10
115,14,9
115,15,17
115,16,11
115,17,2
115,18,26
115,19,11
115,20,3
115,21,44
115,22,5
115,23,6
115,24,2
115,25,64
115,26,3
115,28,33
115,29,9
115,30,2
115,31,1
115,32,16
115,33,2
115,34,7
115,35,5
115,36,5
115,37,6
115,38,7
115,39,22
115,40,10
115,41,5
115,42,52
115,43,14
115,44,25
115,45,9
115,46,25
115,47,17
115,48,63
115,49,19
115,50,2
115,51,7
115,52,5
115,53,1
115,54,6
115,55,71
115,56,78
115,57,2
115,58,8
115,59,13
115,60,1
115,61,9
115,62,13
115,63,50
115,64,7
115,65,15
115,66,2
115,67,372
115,68,17
115,69,10
115,70,7
115,71,12
115,72,8
115,73,10
115,74,5
115,75,29
115,76,37
115,77,1
115,78,7
115,79,6
115,80,1
115,81,21
115,82,11
115,83,26
115,84,16
115,85,13
115,86,1
115,87,7
115,88,1
115,89,4
115,90,4
115,92,1
115,93,5
115,94,4
115,95,4
115,96,3
115,97,3
115,98,13
115,99,165
115,100,41
115,101,3
115,102,9
115,103,5
115,104,2
115,105,4
115,106,9
115,107,2
115,108,1
115,110,58
115,111,17
115,112,26
115,113,33
115,114,9
115,117,8
115,118,71
115,119,2
115,122,20
115,123,32
115,124,20
115,125,11
115,126,30
115,127,12
115,128,4
115,129,15
115,130,3
115,133,6
115,134,2
115,135,6
115,136,12
115,137,13
115,138,2
115,139,9
115,140,42
115,141,17
115,143,2
115,145,5
115,146,15
115,147,22
115,148,6
115,149,11
115,150,4
115,151,3
115,152,7
115,153,3
115,154,5
115,155,34
115,156,7
115,157,3
115,158,10
115,159,4
115,160,19
115,161,19
115,162,5
115,163,13
115,164,6
115,165,29
115,166,19
115,167,7
115,169,14
115,170,3
115,171,12
115,172,6
115,173,5
115,174,1
115,175,17
115,176,2
115,177,6
115,178,3
115,180,1
115,181,8
115,183,1
115,187,3
115,188,1
115,189,1
115,192,7
115,193,4
115,194,8
115,195,5
115,196,5
115,197,4
115,198,2
115,199,1
116,1,2
116,2,3
116,3,4
116,4,2
116,5,10
116,6,2
116,11,14
116,13,4
116,14,1
116,15,1
116,16,2
116,18,3
116,19,2
116,20,1
116,21,12
116,22,5
116,23,2
116,24,4
116,25,18
116,26,4
116,28,13
116,29,1
116,31,1
116,32,2
116,33,3
116,34,4
116,35,1
116,37,3
116,38,8
116,39,7
116,40,1
116,42,2
116,43,7
116,44,3
116,45,6
116,46,4
116,48,9
116,49,3
116,52,2
116,54,1
116,55,12
116,56,11
116,57,1
116,58,2
116,59,9
116,60,2
116,62,9
116,63,18
116,64,3
116,65,2
116,66,3
116,67,64
116,68,11
116,71,2
116,72,2
116,73,8
116,75,4
116,76,13
116,78,2
116,79,2
116,82,3
116,83,3
116,84,5
116,86,3
116,87,3
116,88,1
116,90,2
116,93,3
116,95,1
116,96,1
116,97,4
116,98,4
116,99,57
116,100,12
116,101,2
116,104,7
116,106,3
116,111,3
116,112,8
116,113,4
116,114,3
116,115,4
116,117,2
116,118,13
116,122,4
116,123,8
116,124,5
116,125,2
116,126,8
116,127,2
116,129,4
116,134,1
116,135,2
116,137,2
116,139,2
116,140,17
116,141,5
116,143,1
116,145,1
116,146,9
116,147,4
116,149,1
116,152,3
116,153,1
116,154,1
116,155,10
116,156,1
116,159,2
116,160,5
116,161,3
116,162,10
116,163,3
116,164,2
116,165,11
116,166,5
116,167,3
116,169,14
116,171,3
116,172,4
116,174,3
116,175,15
116,177,2
116,180,2
116,181,2
116,183,1
116,187,2
116,191,1
116,192,5
116,193,1
116,194,1
116,195,2
116,196,2
116,198,2
117,1,2
117,2,1
117,5,59
117,6,3
117,7,2
117,8,2
117,9,2
117,11,4
117,13,2
117,14,1
117,15,5
117,16,2
117,17,1
117,20,1
117,21,3
117,22,2
117,23,1
117,25,2
117,26,1
117,28,2
117,29,2
117,30,2
117,31,1
117,32,1
117,33,1
117,36,1
117,39,2
117,42,1
117,46,4
117,47,1
117,48,1
117,49,1
117,51,1
117,52,1
117,55,1
117,56,11
117,58,3
117,59,4
117,63,3
117,64,1
117,65,5
117,66,6
117,67,25
117,68,5
117,73,1
117,74,1
117,79,1
117,81,2
117,82,1
117,83,1
117,84,5
117,85,1
117,87,1
117,88,1
117,90,1
117,99,19
117,100,3
117,101,1
117,102,1
117,104,1
117,108,1
117,115,1
117,118,10
117,123,2
117,124,2
117,125,1
117,126,2
117,128,1
117,130,2
117,134,1
117,139,1
117,140,2
117,141,1
117,145,2
117,149,4
117,155,1
117,161,2
117,165,1
117,166,1
117,167,3
117,171,2
117,175,2
117,180,1
117,181,2
117,195,1
117,198,1
118,1,8
118,2,7
118,3,2
118,5,36
118,6,2
118,7,2
118,8,2
118,9,1
118,10,5
118,11,39
118,12,2
118,13,4
118,14,12
118,16,7
118,18,18
118,19,12
118,21,23
118,22,6
118,23,2
118,24,2
118,25,49
118,26,2
118,27,3
118,28,26
118,29,6
118,30,1
118,32,8
118,33,7
118,34,4
118,35,3
118,36,7
118,37,5
118,38,4
118,39,19
118,40,1
118,42,11
118,43,6
118,44,1
118,45,2
118,46,7
118,47,2
118,48,9
118,49,11
118,51,3
118,52,4
118,54,4
118,55,34
118,56,24
118,58,4
118,59,16
118,62,2
118,63,28
118,64,3
118,65,4
118,66,2
118,67,172
118,68,9
118,69,7
118,70,3
118,71,8
118,72,4
118,73,13
118,74,4
118,75,31
118,76,20
118,77,3
118,78,4
118,79,4
118,80,2
118,81,16
118,82,2
118,83,8
118,84,6
118,85,6
118,86,3
118,89,3
118,90,5
118,91,2
118,92,4
118,93,4
118,96,3
118,97,4
118,98,10
118,99,122
118,100,20
118,101,3
118,102,3
118,103,1
118,104,4
118,105,5
118,106,3
118,107,1
118,108,2
